Rank,Name,Country,Region,Affiliation,Age,Height,Weight
7524,Makaleb Burch,United States,North America East,MaxOut CrossFit,20,70 in,165 lb
7524,Sam Sinclair,United Kingdom,Europe,CrossFit Shapesmiths,27,180 cm,96 kg
7526,Bernardo Esquivel Araya,Costa Rica,North America East,,29,183 cm,89 kg
7527,Sam Woodring,United States,North America East,The Standard CrossFit,32,72 in,205 lb
7528,Sebastian Meß,Germany,Europe,CrossFit WYSH,37,173 cm,92 kg
7529,Amaan Bakali,India,Asia,CrossFit Third Eye,31,176 cm,72 kg
7530,Caden Woody,United States,North America East,Celebration CrossFit,24,68 in,183 lb
7531,Angel Pasillas,United States,North America West,Northstate CrossFit,32,,
7532,Jack Reilly,Ireland,Europe,CrossFit Louth,26,175 cm,84 kg
7533,Ian Sansford,Canada,North America East,902 Athletics CrossFit,34,,
7534,Seong Jinho,"Korea, Republic of",Asia,CrossFit Pyeongtaek,24,,
7535,Austin Mitchell-Briggs,United States,North America West,Warrior Welke CrossFit,38,71 in,198 lb
7536,Kevin McClean,Ireland,Europe,,34,74 in,90 kg
7537,Austin Harding,United States,North America East,Southern Pines CrossFit,29,,
7538,Jeppe August,Denmark,Europe,CrossFit Butcher's Lab,32,183 cm,12 kg
7539,Daniel Pohl,Germany,Europe,CrossFit SonderBar,28,,
7540,Eoghan Daly,Ireland,Europe,CrossFit Broughshane,22,,
7541,Romain Gauthier,France,Europe,CrossFit Black Owl,26,,
7542,Tiago Pimenta,Portugal,Europe,CrossFit OPO,32,168 cm,69 kg
7543,William Higham,United Kingdom,Europe,,26,67 in,81 kg
7544,Stuart Bathgate,United Kingdom,Europe,CrossFit Piccadilly,32,174 cm,82 kg
7545,Johnny Walsh,Ireland,Europe,CrossFit Laochra,37,70 in,190 lb
7546,Matias Melo,Brazil,South America,,30,173 cm,95 kg
7547,Paul Somers,United Kingdom,Europe,CrossFit W950,32,182 cm,195 lb
7548,Jon Thiel,United States,North America West,CrossFit Wildwood,25,74 in,210 lb
7549,Rafael De Almeida,Brazil,South America,CrossFit Vitrini,22,,
7550,Hörður Ingi Helenuson_4,Iceland,Europe,CrossFit XY,41,,
7551,Ryan Cho,United States,North America East,CrossFit Wall Street,25,,
7552,Rostam Ghavizade,Iran,Asia,,28,,
7553,Daesub Lee,"Korea, Republic of",Asia,CrossFit Ansan,29,,
7554,Sean Sweeney,United States,North America West,CrossFit Powerstroke,31,70 in,192 lb
7555,Mitchell Wedebrand,United States,North America West,Cajun CrossFit,34,67 in,175 lb
7556,Mickael Ropert,France,Europe,CrossFit Nadoz,37,172 cm,82 lb
7556,Spencer Lockwood,United States,North America West,CrossFit 327,29,70 in,200 lb
7556,Karl Markus Jogila,Estonia,Europe,Tallinn CrossFit,25,,
7556,Victor Pock,Austria,Europe,,33,178 cm,82 kg
7556,Gianmaria Bergami,Italy,Europe,CrossFit Ozzano,30,,
7556,Joni Tuovinen,Finland,Europe,CrossFit Janka,30,,
7556,Mark Rybel,Italy,Europe,White Owl CrossFit,28,,
7556,Valentin Schiavo,France,Europe,SLV CrossFit,29,180 cm,85 kg
7556,Jayden Zanoni,Australia,Oceania,CrossFit Motion,27,182 cm,87 kg
7556,Freddie Romero-Baker,United States,North America East,Shockoe Bottom CrossFit,27,65 in,170 lb
7556,Nathan Taylor,United States,North America East,CrossFit HGSC,29,76 in,215 lb
7556,Venci Longin,Croatia,Europe,,39,182 cm,92 kg
7556,Oliver Greenwood,Australia,Oceania,,31,182 cm,93 kg
7556,Ulysse Ronin,Italy,Europe,CrossFit Bolzano,22,170 cm,80 kg
7556,Vince Rana,United States,North America West,CrossFit Flex,36,69 in,190 lb
7556,Dave Palfreman,United Kingdom,Europe,CrossFit Pilgrim,46,,
7556,William Nelson,United States,North America East,CrossFit Grafenwöhr,29,69 in,187 lb
7556,Ourtaud Valentin,France,Europe,CrossFit La Meute,17,,
7556,Ahmad Mayouf,Kuwait,Asia,,23,,
7556,Cristian Iurich,Italy,Europe,CrossFit Torrevecchia,29,179 cm,84 kg
7556,Connor McKiernan,Australia,Oceania,CrossFit Townsville,29,185 cm,104 kg
7556,Benjamin Cole,United Kingdom,Europe,CrossFit Great Stour,18,180 cm,94 kg
7556,Vincent Pradié,France,Europe,Ponts-Jumeaux CrossFit,20,,
7556,Felix Fecher,Germany,Europe,CrossFit Aschaffenburg,31,179 cm,88 kg
7556,Loris Kranich,Belgium,Europe,CrossFit 6000,19,174 cm,78 kg
7556,Aitor Mauri,Spain,Europe,La Huella CrossFit Tortosa,28,183 cm,84 kg
7556,Chad Woodruff,United States,North America West,River Valley CrossFit,40,70 in,205 lb
7556,Julian Kasberger,Germany,Europe,CrossFit Invincible,31,181 cm,86 kg
7556,Frank Marcotti,United States,North America East,CrossFit KGB,31,68 in,174 lb
7556,Matt Deegan,United States,North America East,CrossFit Big Guava,28,,
7556,Garrett Starr,United States,North America West,CrossFit Merle Hay,28,66 in,170 lb
7556,Alessandro Procaccioli,Italy,Europe,,35,184 cm,92 kg
7556,Jimmy Antonelli,Italy,Europe,Ardesia CrossFit,35,169 cm,84 kg
7556,Anthony Roux,France,Europe,CrossFit Naveli,24,179 cm,73 kg
7556,Cody Merson,United States,North America East,CrossFit Iron Hammer,32,,
7556,Dylan Craft,United States,North America West,CrossFit Fortius East,25,74 in,200 lb
7556,Adam Davidson,Canada,North America East,CrossFit Pro1,31,178 cm,205 lb
7556,Ash Ormrod,United Kingdom,Europe,,28,,
7556,Stefano Samuel,Netherlands,Europe,ART CrossFit,31,179 cm,77 kg
7556,Eric Wilfong,United States,North America East,CrossFit Westchase Largo,33,69 in,188 lb
7556,Putoru Nanaia,France,Europe,,30,175 cm,165 lb
7556,Gulyás Gergely,Hungary,Europe,,28,,
7556,Victor Candia,France,Europe,CrossFit F15,31,177 cm,72 kg
7556,Asier Iriondo,Spain,Europe,CrossFit Gasteiz,37,,
7556,Will Micali,United States,North America East,CrossFit Epping,25,,
7556,Yandy Roman,United States,North America West,CrossFit Woodslawn,37,66 in,170 lb
7556,Jorge Solana,Spain,Europe,CrossFit 08019,26,,
7556,Aaron Albert,United States,North America East,Dobbs Ferry CrossFit,21,67 in,145 lb
7556,Arthur Guerin,France,Europe,Silex CrossFit,31,180 cm,83 kg
7556,Seth Hoynoski,United States,North America East,Mt. Washington CrossFit,22,69 in,185 lb
7556,Bridger Buckley,United States,North America West,,26,74 in,215 lb
7556,Hugo Fabre,France,Europe,CrossFit Toulouse,24,,
7556,Giancarlo Carabotta,Italy,Europe,,30,185 cm,109 kg
7556,Andrea Benoni,Italy,Europe,CrossFit Firenze,35,185 cm,93 kg
7556,Adam Beidler,United States,North America East,CrossFit Crossing,27,70 in,201 lb
7556,Maurice Allshire,Ireland,Europe,,25,,
7556,Dylan Figueroa,United States,North America West,CrossFit by Overload,21,,
7556,Ryan Moran,United States,North America East,CrossFit Epping,27,72 in,205 lb
7556,Nathan Nichols,United States,North America West,,25,67 in,175 lb
7556,Christopher Rasmussen,United States,North America East,CrossFit Green Bay,41,69 in,185 lb
7556,Omer Perez,Israel,Asia,,23,184 cm,83 kg
7556,Chase Cochran,United States,North America East,CrossFit Dog Fight,25,,
7556,Jean Marcos Ribeiro,Brazil,South America,CFBX CrossFit,29,,
7556,Anto Allsopp,Ireland,Europe,CrossFit Berserk,27,,
7556,Brett Eckles,United States,North America East,DFX CrossFit,30,73 in,195 lb
7556,Samuel Mattos,Brazil,South America,CrossFit Bondi,33,177 cm,83 kg
7556,Ben Clifford,Australia,Oceania,CrossFit 6714,33,182 cm,86 kg
7556,Klay Griffiths,Australia,Oceania,,30,188 cm,84 kg
7556,Benyamin Rida,Germany,Europe,CrossFit Bamberg,27,,
7556,Mariano Lupoli,Italy,Europe,CrossFit Parthenope,31,,
7556,Nate Beard,United States,North America East,CrossFit Destin,45,70 in,210 lb
7556,George Jackson,United Kingdom,Europe,CrossFit Trowbridge,24,,
7556,Davide Bergamini,Italy,Europe,CrossFit Boost,26,180 cm,80 kg
7556,Beau Ancien,United States,North America West,Verdant CrossFit,38,,
7556,Dylan Roberts,Australia,Oceania,CrossFit Moor,33,180 cm,97 kg
7556,Nicholas Caudillo,United States,North America East,CrossFit Osan,33,70 in,180 lb
7556,Aaron D'Elia,United States,North America West,,39,73 in,210 lb
7556,Carlos Williams-Holden,United Kingdom,Europe,CrossFit Gainsborough,33,70 in,91 kg
7556,Josh Munro,United States,North America West,CrossFit Ludus,30,72 in,230 lb
7556,William Stacey,United Kingdom,Europe,CrossFit Stags & Does,36,185 cm,95 kg
7556,Shayne Lipelanoue,United States,North America West,CrossFit Fortius,33,75 in,220 lb
7556,Cameron Groom,United States,North America East,CrossFit Bluegrass,29,69 in,190 lb
7556,Daniel Murphy,United States,North America East,CrossFit Magnitude,22,74 in,225 lb
7556,Jonathan Quintero,United States,North America West,Renewed Strength CrossFit,28,,
7556,Jamie Walton,United Kingdom,Europe,CrossFit Northumbria,34,70 in,185 lb
7556,Kiyoung Kim,"Korea, Republic of",Asia,We CrossFit YangJae,25,172 cm,70 kg
7556,Kevin Mullins,United States,North America East,CrossFit Southie,38,71 in,175 lb
7556,Gregory House,United States,North America East,,24,70 in,188 lb
7556,Luca Spallaccia,Italy,Europe,CrossFit Gallo Nero,26,169 cm,70 kg
7556,Kyle Findlay,United States,North America East,CrossFit Huntsville,41,71 in,195 lb
7556,Leonardo Castaldo,Italy,Europe,CrossFit Interritus,30,,
7556,Brad Horton,United States,North America West,CrossFit 327,47,68 in,200 lb
7556,Martin Gonzalo Ezequiel,Argentina,South America,CrossFit Villa Luro,30,180 cm,75 kg
7556,Alex Decilveo,United States,North America East,CrossFit Elmwood Park,31,,
7556,Shane Moroney,Australia,Oceania,,28,181 cm,87 kg
7556,Michel van Haastrecht,Netherlands,Europe,CrossFit 2712 Industrieweg,33,173 cm,73 kg
7556,Zachary Woods,United States,North America East,CrossFit KraftMuehle,33,182 cm,87 kg
7556,Alves Celso Antonio,Brazil,South America,CrossFit Carcará,43,184 cm,101 kg
7556,Rennan Matsen,Brazil,South America,CrossFit Mairipora,32,181 cm,90 kg
7556,Tyler Anderson,United States,North America West,,32,72 in,195 lb
7556,Chad Sorentino,United States,North America East,Caution CrossFit Miami Lakes,39,66 in,151 lb
7556,Jeremie Halluin,Canada,North America East,CrossFit Le Repere,38,173 cm,85 kg
7556,John Sanders,United States,North America East,,36,68 in,175 lb
7556,Steve Cozzolongo,United States,North America East,CrossFit Wreckage,35,75 in,195 lb
7556,Justin Burdus,Australia,Oceania,,33,180 cm,171 lb
7556,Rudi Gerdenich,United States,North America East,CrossFit Hyattsville,27,,
7556,Malcolm Lee,Singapore,Asia,SuperSonic CrossFit,27,170 cm,81 kg
7556,Matt Morton,United States,North America West,CrossFit Des Moines,34,73 in,212 lb
7556,Kaleb Dye,United States,North America West,Redbud CrossFit,26,73 in,177 lb
7556,Ari Ngati,Australia,Oceania,CrossFit Peak Blaxland,25,,
7556,Park Sung June,"Korea, Republic of",Asia,CrossFit Apgujeong,31,171 cm,145 lb
7556,Yujiong Wang,China,Asia,Mount CrossFit,31,176 cm,83 kg
7556,Bryan Meraviglia,United States,North America East,Stroud CrossFit,35,70 in,184 lb
7556,Mason Desilets,United States,North America West,Odessa CrossFit,31,,
7556,Brad Enright,New Zealand,Oceania,CrossFit Porirua,31,188 cm,90 kg
7556,Lee Suyong,"Korea, Republic of",Asia,CrossFit Ironheart,27,,
7556,Jose Miguel Zuñiga Brito,Chile,South America,,19,,
7556,Seunghyun Lee,"Korea, Republic of",Asia,,27,,
7556,Ivan De Vera,Philippines,Asia,CrossFit WH,36,180 cm,80 kg
7556,Jordan Friedrich,United States,North America West,CrossFit Inversion,26,68 in,190 lb
7556,Matthew Manley,United States,North America East,CrossFit Fenton,18,73 in,200 lb
7556,joseph levitin,United States,North America East,CrossFit Hallandale Beach Gator,38,69 in,195 lb
7556,Nicholas Buck,New Zealand,Oceania,CrossFit Central Wellington,40,180 cm,86 kg
7556,Luke Martin,Australia,Oceania,CrossFit Western Front,28,179 cm,84 kg
7556,Thomas Bures,France,Europe,CrossFit GLHF,31,183 cm,85 kg
7556,Jordan Eldridge,United States,North America West,CrossFit Communitas 279,29,70 in,195 lb
7556,Thaddeus Klaus,United States,North America West,CrossFit SandStorm,25,68 in,185 lb
7556,William Vigors,Canada,North America West,Beach City CrossFit,33,176 cm,175 lb
7556,Linus Field,United Kingdom,Europe,,28,181 cm,75 kg
7556,Miguel Lara,United States,North America East,Caution CrossFit Miami Lakes,31,68 in,190 lb
7556,Connor Romero,United States,North America West,CrossFit Strong,27,,
7556,David Kenny,United States,North America West,Left Coast CrossFit,34,,
7556,Daniel Lienbacher,Austria,Europe,CrossFit Convalis,34,171 cm,82 kg
7556,Demian Nelson,United States,North America West,CrossFit Fortius,33,,
7556,Sebastian Carnefeldt,Sweden,Europe,CrossFit Nordic,32,187 cm,90 kg
7556,Sasha Hutko,Europe,Age 33,170 cm | 78 kg,33,170 cm,78 kg
7556,Arthur Odon,France,Europe,CrossFit De Bourbon,25,,
7556,Chaker Alouni,Algeria,Africa,CrossFit Giants,34,181 cm,86 kg
7556,Zane Thomson,New Zealand,Oceania,CrossFit Kia Maia,32,171 cm,72 kg
7556,Lucien Faber,France,Europe,CrossFit Second Souffle,29,182 cm,83 kg
7556,Dres Olsen,Denmark,Europe,CrossFit Butcher's Lab Vanløse,25,,
7556,Wati Pehi,Australia,Oceania,BHD CrossFit,35,,
7556,Torkil Moberg,Norway,Europe,CrossFit Solør,33,181 cm,84 kg
7556,Abdullah Altassan,Saudi Arabia,Asia,Interval Plus CrossFit,28,,
7556,Cristian Blázquez,Spain,Europe,CrossFit 77 Feet,26,180 cm,96 kg
7556,Tom Gerritsen,Netherlands,Europe,CrossFit Ede Vallei,26,,
7556,Gerar Garcia,Spain,Europe,CrossFit 28004,45,167 cm,78 kg
7556,Dongkyu Lee,"Korea, Republic of",Asia,,23,172 cm,77 kg
7556,Lorenzo Spadoni,Italy,Europe,CrossFit Senigallia,21,185 cm,92 kg
7556,Gaetano Pezzullo,Italy,Europe,CrossFit Senigallia,30,176 cm,80 kg
7556,Abedin Paci,Germany,Europe,FFM CrossFit,38,,
7556,Fabien Olascuaga,France,Europe,CrossFit Wolf Spirit,27,,
7556,Sangwoo Yang,"Korea, Republic of",Asia,CrossFit Sweatbox,37,,
7556,Henry Salmon,United Kingdom,Europe,,32,,
7556,Tim Holmgren,Sweden,Europe,CrossFit Falun,26,,
7556,Gustavo Antunes,Brazil,South America,SuperForce CrossFit,32,170 cm,80 kg
7556,Rami Basheer,Jordan,Asia,CrossFit Bahçeşehir,34,170 cm,169 lb
7556,Jordan Crémoux,France,Europe,CrossFit Salamandre,29,180 cm,83 kg
7556,Tobias Plüss,Switzerland,Europe,Southfoot CrossFit,32,179 cm,93 kg
7556,Václav Adámek,Czech Republic,Europe,CrossFit Los Podolos,31,174 cm,82 kg
7556,Piergiorgio Bertagnolli,Italy,Europe,CrossFit Quinto Moro,30,,
7556,Joel Wenger,Switzerland,Europe,CrossFit Triplex,29,,
7556,Armand Piron,France,Europe,Ryù CrossFit,40,180 cm,88 kg
7556,Diego Cardenas,United States,North America East,CrossFit Move Fast Lift Heavy,32,183 cm,175 lb
7556,Alexander Altermatt,United States,North America East,Branford CrossFit,29,,
7556,Nicco Ruggiero,United States,North America East,,26,74 in,195 lb
7556,Owen Corzilius,Netherlands,Europe,,25,172 cm,83 kg
7556,David Cox,United Kingdom,Europe,New Generation CrossFit,34,172 cm,87 kg
7556,Emad Abdelsattar Mohamed,Egypt,Africa,,37,180 cm,95 kg
7556,Chris Sutherland,Canada,North America East,Eat Sleep CrossFit,30,74 in,223 lb
7556,Oliver Ballo,Italy,Europe,,29,186 cm,95 kg
7556,Kenneth Barnett,Australia,Oceania,Iron Body CrossFit,31,,
7556,Wilson Pak,United States,North America East,12 Labours CrossFit Annapolis,34,,
7556,Sawyer Bates,United States,North America East,Yellowhammer CrossFit,23,66 in,175 lb
7556,Zack Griffin,United States,North America East,,31,,
7556,Kevin Gousseau,France,Europe,CrossFit HFS,32,180 cm,81 kg
7556,Victor Coelho,Brazil,South America,Haka CrossFit,31,175 cm,87 kg
7556,Kim Dongmyeng,"Korea, Republic of",Asia,CrossFit Maru,23,69 in,165 lb
7556,Marco André Cid,Angola,Africa,,33,175 cm,80 kg
7556,Patrick Colgan,United States,North America East,Titan CrossFit,32,66 in,173 lb
7556,Daniel Kenny,United Kingdom,Europe,CrossFit IOM,24,,
7556,Mingyu Lee,"Korea, Republic of",Asia,CrossFit Baegot,24,,
7556,Cristian David Restrep,Colombia,South America,,37,,
7556,Ben Alderman,United States,North America West,CrossFit Iron Mile,40,70 in,212 lb
7556,Dmitriy Zimin,Asia,Age 27,173 in | 79 kg,27,173 in,79 kg
7556,Zack George,United Kingdom,Europe,CrossFit BFG,33,182 cm,101 kg
7556,Paul Moran,United States,North America East,CrossFit Conquest,32,67 in,180 lb
7556,Luke Moncman,United States,North America East,CrossFit Chalk Print,24,69 in,173 lb
7556,Joshua Meninga,Australia,Oceania,CrossFit Greater Heights,34,181 cm,87 kg
7556,Jordan Burwood,France,Europe,CrossFit Muret,32,174 cm,72 kg
7556,Santiago Appiolaza,Argentina,South America,,24,,
7556,Jacob Friddle,United States,North America West,CrossFit ASAP,27,,
7556,Danilo Squillacioti,Italy,Europe,,36,,
7556,Pablo Izaguirre,Spain,Europe,,30,180 cm,92 kg
7556,Lukas Ernst,Germany,Europe,CrossFit LDK,24,175 cm,86 kg
7556,Zoltan Hites,United States,North America West,CrossFit Pleasanton,45,73 in,195 lb
7556,Rafael Solano,Brazil,South America,CrossFit Yas,30,181 cm,89 kg
7556,Thomas Chambres,France,Europe,CrossFit Maignon,35,175 cm,70 kg
7556,sebastien henting,France,Europe,CrossFit Diversity,28,170 cm,75 kg
7556,Marco Valencia,United States,North America East,CrossFit Vitality,24,,
7556,Kieran Whitehead,United Kingdom,Europe,CrossFit RBR,33,,
7556,Oren Robbins,United States,North America East,Stability CrossFit,25,,
7556,Josh Mattes,United States,North America West,CrossFit Believe,31,73 in,217 lb
7556,Tyler White,United States,North America East,Ocean State CrossFit,33,70 in,190 lb
7556,Gaetan Bergero,France,Europe,CrossFit Montmoreau,27,,
7556,Michael Aggio,Italy,Europe,CrossFit Rovigo,29,167 cm,68 kg
7556,Brodie Maynard,Australia,Oceania,CrossFit Narellan,34,,
7556,Pascal Lapointe,Canada,North America East,CrossFit Chicoutimi,38,5 in,8 lb
7556,Theo Lemonnier,France,Europe,CrossFit Angers,29,175 cm,83 kg
7556,Marcin Grzelinski,United Kingdom,Europe,CrossFit West Yorkshire,41,176 cm,81 kg
7556,Chevrier Thomas,France,Europe,Anjou CrossFit,22,,
7556,Joseph Poynter,United Kingdom,Europe,Coast Side CrossFit,28,,
7556,Tom McIntyre,United States,North America West,CrossFit Incendia,37,74 in,213 lb
7556,yvan Guecheff,France,Europe,CrossFit Metz Centre,28,177 cm,92 kg
7556,David Kallebäck,Sweden,Europe,CrossFit Linne,34,,
7556,William Otoole,Australia,Oceania,2100 Tribe CrossFit,22,,
7556,Trevor Clark,United States,North America West,,29,68 in,185 lb
7556,Dillon Roller,United States,North America East,CrossFit Ho'ola,24,69 in,180 lb
7556,Taylor Walden,United States,North America West,Eagle Cap CrossFit,27,66 in,160 lb
7556,Xander Van Der Veeke,Netherlands,Europe,CrossFit 7 Kamp,49,180 cm,80 kg
7556,Jake Zigler,United States,North America West,,27,69 in,175 lb
7556,John Shannon,United States,North America East,TriForce CrossFit,35,72 in,195 lb
7556,Roberto Melis,Italy,Europe,CrossFit Fuori Zona,37,172 cm,73 kg
7556,Thomas Vity,United States,North America East,CrossFit AOA,32,69 in,190 lb
7556,Brad Jelly,Australia,Oceania,,31,178 cm,83 kg
7556,Brendan Wild,New Zealand,Oceania,CrossFit Chocolate Box,31,173 cm,83 kg
7556,Kc Miller,United States,North America West,,34,,
7556,Kyle Brock,United States,North America East,DBG CrossFit,39,,
7556,Nick Everhart,United States,North America West,Bay Wave CrossFit,29,68 in,180 lb
7556,Branden Metivier,Canada,North America West,CrossFit Regina,26,168 cm,68 kg
7556,Clement Ovan,France,Europe,CrossFit Limoges,34,175 cm,76 kg
7556,Georgi Naydenov,Spain,Europe,C1 CrossFit,45,184 cm,94 kg
7556,Gabriel Ramos,Brazil,South America,CrossFit Dose,40,,
7556,Seth Bleakley,United States,North America West,CrossFit Preferred,38,,
7556,Jordan Delgado Pecnik,Spain,Europe,CrossFit 27,25,169 cm,80 kg
